,time,Vehicles,ID
21070,23,10,20160727232
21071,0,13,20160728002
21072,1,13,20160728012
21073,2,10,20160728022
21074,3,9,20160728032
21075,4,8,20160728042
21076,5,9,20160728052
21077,6,5,20160728062
21078,7,9,20160728072
21079,8,8,20160728082
21080,9,11,20160728092
21081,10,13,20160728102
21082,11,14,20160728112
21083,12,14,20160728122
21084,13,17,20160728132
21085,14,16,20160728142
21086,15,18,20160728152
21087,16,16,20160728162
21088,17,14,20160728172
21089,18,17,20160728182
21090,19,20,20160728192
21091,20,21,20160728202
21092,21,18,20160728212
21093,22,14,20160728222
21094,23,19,20160728232
21095,0,14,20160729002
21096,1,14,20160729012
21097,2,10,20160729022
21098,3,11,20160729032
21099,4,9,20160729042
21100,5,10,20160729052
21101,6,8,20160729062
21102,7,9,20160729072
21103,8,12,20160729082
21104,9,7,20160729092
21105,10,10,20160729102
21106,11,14,20160729112
21107,12,14,20160729122
21108,13,13,20160729132
21109,14,9,20160729142
21110,15,10,20160729152
21111,16,14,20160729162
21112,17,14,20160729172
21113,18,13,20160729182
21114,19,13,20160729192
21115,20,13,20160729202
21116,21,16,20160729212
21117,22,14,20160729222
21118,23,17,20160729232
21119,0,9,20160730002
21120,1,10,20160730012
21121,2,12,20160730022
21122,3,8,20160730032
21123,4,7,20160730042
21124,5,8,20160730052
21125,6,6,20160730062
21126,7,5,20160730072
21127,8,6,20160730082
21128,9,5,20160730092
21129,10,6,20160730102
21130,11,9,20160730112
21131,12,9,20160730122
21132,13,11,20160730132
21133,14,6,20160730142
21134,15,9,20160730152
21135,16,10,20160730162
21136,17,8,20160730172
21137,18,11,20160730182
21138,19,8,20160730192
21139,20,13,20160730202
21140,21,10,20160730212
21141,22,9,20160730222
21142,23,8,20160730232
21143,0,7,20160731002
21144,1,9,20160731012
21145,2,7,20160731022
21146,3,3,20160731032
21147,4,5,20160731042
21148,5,7,20160731052
21149,6,3,20160731062
21150,7,7,20160731072
21151,8,7,20160731082
21152,9,7,20160731092
21153,10,8,20160731102
21154,11,8,20160731112
21155,12,7,20160731122
21156,13,6,20160731132
21157,14,8,20160731142
21158,15,5,20160731152
21159,16,11,20160731162
21160,17,8,20160731172
21161,18,11,20160731182
21162,19,8,20160731192
21163,20,12,20160731202
21164,21,10,20160731212
21165,22,9,20160731222
21166,23,8,20160731232
21167,0,9,20160801002
21168,1,8,20160801012
21169,2,7,20160801022
21170,3,10,20160801032
21171,4,7,20160801042
21172,5,7,20160801052
21173,6,6,20160801062
21174,7,6,20160801072
21175,8,8,20160801082
21176,9,8,20160801092
21177,10,8,20160801102
21178,11,13,20160801112
21179,12,19,20160801122
21180,13,14,20160801132
21181,14,18,20160801142
21182,15,13,20160801152
21183,16,19,20160801162
21184,17,17,20160801172
21185,18,19,20160801182
21186,19,19,20160801192
21187,20,20,20160801202
21188,21,15,20160801212
21189,22,14,20160801222
21190,23,17,20160801232
21191,0,14,20160802002
21192,1,18,20160802012
21193,2,10,20160802022
21194,3,9,20160802032
21195,4,7,20160802042
21196,5,5,20160802052
21197,6,5,20160802062
21198,7,11,20160802072
21199,8,9,20160802082
21200,9,10,20160802092
21201,10,13,20160802102
21202,11,16,20160802112
21203,12,16,20160802122
21204,13,17,20160802132
21205,14,20,20160802142
21206,15,15,20160802152
21207,16,17,20160802162
21208,17,19,20160802172
21209,18,17,20160802182
21210,19,16,20160802192
21211,20,20,20160802202
21212,21,16,20160802212
21213,22,21,20160802222
21214,23,19,20160802232
21215,0,16,20160803002
21216,1,14,20160803012
21217,2,15,20160803022
21218,3,8,20160803032
21219,4,9,20160803042
21220,5,9,20160803052
21221,6,8,20160803062
21222,7,6,20160803072
21223,8,9,20160803082
21224,9,11,20160803092
21225,10,10,20160803102
21226,11,19,20160803112
21227,12,18,20160803122
21228,13,11,20160803132
21229,14,17,20160803142
21230,15,16,20160803152
21231,16,19,20160803162
21232,17,15,20160803172
21233,18,16,20160803182
21234,19,17,20160803192
21235,20,19,20160803202
21236,21,22,20160803212
21237,22,20,20160803222
21238,23,19,20160803232
21239,0,15,20160804002
21240,1,5,20160804012
21241,2,3,20160804022
21242,3,4,20160804032
21243,4,5,20160804042
21244,5,3,20160804052
21245,6,4,20160804062
21246,7,2,20160804072
21247,8,3,20160804082
21248,9,2,20160804092
21249,10,3,20160804102
21250,11,4,20160804112
21251,12,2,20160804122
21252,13,2,20160804132
21253,14,1,20160804142
21254,15,1,20160804152
21255,16,2,20160804162
21256,17,4,20160804172
21257,18,1,20160804182
21258,19,5,20160804192
21259,20,3,20160804202
21260,21,4,20160804212
21261,22,2,20160804222
21262,23,5,20160804232
21263,0,2,20160805002
21264,1,4,20160805012
21265,2,4,20160805022
21266,3,2,20160805032
21267,4,3,20160805042
21268,5,1,20160805052
21269,6,3,20160805062
21270,7,5,20160805072
21271,8,2,20160805082
21272,9,2,20160805092
21273,10,1,20160805102
21274,11,4,20160805112
21275,12,5,20160805122
21276,13,2,20160805132
21277,14,3,20160805142
21278,15,2,20160805152
21279,16,4,20160805162
21280,17,4,20160805172
21281,18,3,20160805182
21282,19,3,20160805192
21283,20,4,20160805202
21284,21,3,20160805212
21285,22,1,20160805222
21286,23,1,20160805232
21287,0,3,20160806002
21288,1,3,20160806012
21289,2,1,20160806022
21290,3,2,20160806032
21291,4,5,20160806042
21292,5,5,20160806052
21293,6,3,20160806062
21294,7,3,20160806072
21295,8,4,20160806082
21296,9,5,20160806092
21297,10,4,20160806102
21298,11,1,20160806112
21299,12,2,20160806122
21300,13,4,20160806132
21301,14,4,20160806142
21302,15,5,20160806152
21303,16,2,20160806162
21304,17,4,20160806172
21305,18,1,20160806182
21306,19,2,20160806192
21307,20,4,20160806202
21308,21,8,20160806212
21309,22,11,20160806222
21310,23,13,20160806232
21311,0,7,20160807002
21312,1,7,20160807012
21313,2,7,20160807022
21314,3,6,20160807032
21315,4,4,20160807042
21316,5,5,20160807052
21317,6,5,20160807062
21318,7,4,20160807072
21319,8,7,20160807082
21320,9,8,20160807092
21321,10,8,20160807102
21322,11,9,20160807112
21323,12,5,20160807122
21324,13,10,20160807132
21325,14,10,20160807142
21326,15,5,20160807152
21327,16,11,20160807162
21328,17,10,20160807172
21329,18,7,20160807182
21330,19,11,20160807192
21331,20,11,20160807202
21332,21,9,20160807212
21333,22,9,20160807222
21334,23,11,20160807232
21335,0,12,20160808002
21336,1,8,20160808012
21337,2,7,20160808022
21338,3,7,20160808032
21339,4,8,20160808042
21340,5,7,20160808052
21341,6,7,20160808062
21342,7,6,20160808072
21343,8,10,20160808082
21344,9,9,20160808092
21345,10,13,20160808102
21346,11,16,20160808112
21347,12,11,20160808122
21348,13,15,20160808132
21349,14,15,20160808142
21350,15,13,20160808152
21351,16,21,20160808162
21352,17,22,20160808172
21353,18,17,20160808182
21354,19,19,20160808192
21355,20,18,20160808202
21356,21,14,20160808212
21357,22,12,20160808222
21358,23,16,20160808232
21359,0,16,20160809002
21360,1,12,20160809012
21361,2,10,20160809022
21362,3,8,20160809032
21363,4,8,20160809042
21364,5,10,20160809052
21365,6,8,20160809062
21366,7,7,20160809072
21367,8,10,20160809082
21368,9,10,20160809092
21369,10,14,20160809102
21370,11,10,20160809112
21371,12,12,20160809122
21372,13,14,20160809132
21373,14,18,20160809142
21374,15,15,20160809152
21375,16,14,20160809162
21376,17,17,20160809172
21377,18,13,20160809182
21378,19,16,20160809192
21379,20,18,20160809202
21380,21,20,20160809212
21381,22,14,20160809222
21382,23,13,20160809232
21383,0,12,20160810002
21384,1,15,20160810012
21385,2,10,20160810022
21386,3,11,20160810032
21387,4,7,20160810042
21388,5,10,20160810052
21389,6,8,20160810062
21390,7,10,20160810072
21391,8,10,20160810082
21392,9,10,20160810092
21393,10,9,20160810102
21394,11,16,20160810112
21395,12,13,20160810122
21396,13,13,20160810132
21397,14,14,20160810142
21398,15,16,20160810152
21399,16,14,20160810162
21400,17,20,20160810172
21401,18,19,20160810182
21402,19,17,20160810192
21403,20,15,20160810202
21404,21,19,20160810212
21405,22,15,20160810222
21406,23,15,20160810232
21407,0,14,20160811002
21408,1,11,20160811012
21409,2,13,20160811022
21410,3,8,20160811032
21411,4,7,20160811042
21412,5,9,20160811052
21413,6,7,20160811062
21414,7,8,20160811072
21415,8,7,20160811082
21416,9,9,20160811092
21417,10,12,20160811102
21418,11,15,20160811112
21419,12,16,20160811122
21420,13,16,20160811132
21421,14,13,20160811142
21422,15,19,20160811152
21423,16,17,20160811162
21424,17,20,20160811172
21425,18,14,20160811182
21426,19,18,20160811192
21427,20,15,20160811202
21428,21,14,20160811212
21429,22,13,20160811222
21430,23,14,20160811232
21431,0,15,20160812002
21432,1,12,20160812012
21433,2,13,20160812022
21434,3,9,20160812032
21435,4,9,20160812042
21436,5,6,20160812052
21437,6,11,20160812062
21438,7,11,20160812072
21439,8,11,20160812082
21440,9,11,20160812092
21441,10,13,20160812102
21442,11,14,20160812112
21443,12,11,20160812122
21444,13,14,20160812132
21445,14,13,20160812142
21446,15,12,20160812152
21447,16,16,20160812162
21448,17,14,20160812172
21449,18,18,20160812182
21450,19,14,20160812192
21451,20,14,20160812202
21452,21,13,20160812212
21453,22,14,20160812222
21454,23,9,20160812232
21455,0,11,20160813002
21456,1,12,20160813012
21457,2,11,20160813022
21458,3,7,20160813032
21459,4,9,20160813042
21460,5,9,20160813052
21461,6,6,20160813062
21462,7,7,20160813072
21463,8,7,20160813082
21464,9,9,20160813092
21465,10,6,20160813102
21466,11,9,20160813112
21467,12,9,20160813122
21468,13,6,20160813132
21469,14,7,20160813142
21470,15,10,20160813152
21471,16,7,20160813162
21472,17,9,20160813172
21473,18,8,20160813182
21474,19,6,20160813192
21475,20,8,20160813202
21476,21,9,20160813212
21477,22,10,20160813222
21478,23,11,20160813232
21479,0,11,20160814002
21480,1,9,20160814012
21481,2,8,20160814022
21482,3,7,20160814032
21483,4,7,20160814042
21484,5,5,20160814052
21485,6,4,20160814062
21486,7,5,20160814072
21487,8,8,20160814082
21488,9,8,20160814092
21489,10,7,20160814102
21490,11,9,20160814112
21491,12,8,20160814122
21492,13,8,20160814132
21493,14,10,20160814142
21494,15,9,20160814152
21495,16,5,20160814162
21496,17,8,20160814172
21497,18,8,20160814182
21498,19,12,20160814192
21499,20,12,20160814202
21500,21,8,20160814212
21501,22,8,20160814222
21502,23,13,20160814232
21503,0,7,20160815002
21504,1,9,20160815012
21505,2,8,20160815022
21506,3,8,20160815032
21507,4,8,20160815042
21508,5,6,20160815052
21509,6,6,20160815062
21510,7,9,20160815072
21511,8,11,20160815082
21512,9,7,20160815092
21513,10,11,20160815102
21514,11,10,20160815112
21515,12,9,20160815122
21516,13,9,20160815132
21517,14,8,20160815142
21518,15,9,20160815152
21519,16,13,20160815162
21520,17,12,20160815172
21521,18,12,20160815182
21522,19,15,20160815192
21523,20,18,20160815202
21524,21,18,20160815212
21525,22,16,20160815222
21526,23,13,20160815232
21527,0,14,20160816002
21528,1,15,20160816012
21529,2,13,20160816022
21530,3,10,20160816032
21531,4,11,20160816042
21532,5,6,20160816052
21533,6,8,20160816062
21534,7,10,20160816072
21535,8,11,20160816082
21536,9,9,20160816092
21537,10,11,20160816102
21538,11,12,20160816112
21539,12,12,20160816122
21540,13,14,20160816132
21541,14,15,20160816142
21542,15,15,20160816152
21543,16,15,20160816162
21544,17,18,20160816172
21545,18,18,20160816182
21546,19,23,20160816192
21547,20,15,20160816202
21548,21,15,20160816212
21549,22,14,20160816222
21550,23,14,20160816232
21551,0,14,20160817002
21552,1,15,20160817012
21553,2,9,20160817022
21554,3,8,20160817032
21555,4,8,20160817042
21556,5,10,20160817052
21557,6,10,20160817062
21558,7,10,20160817072
21559,8,8,20160817082
21560,9,8,20160817092
21561,10,10,20160817102
21562,11,15,20160817112
21563,12,14,20160817122
21564,13,14,20160817132
21565,14,16,20160817142
21566,15,17,20160817152
21567,16,14,20160817162
21568,17,14,20160817172
21569,18,16,20160817182
21570,19,17,20160817192
21571,20,21,20160817202
21572,21,14,20160817212
21573,22,13,20160817222
21574,23,15,20160817232
21575,0,12,20160818002
21576,1,13,20160818012
21577,2,10,20160818022
21578,3,8,20160818032
21579,4,9,20160818042
21580,5,8,20160818052
21581,6,6,20160818062
21582,7,7,20160818072
21583,8,9,20160818082
21584,9,9,20160818092
21585,10,12,20160818102
21586,11,16,20160818112
21587,12,15,20160818122
21588,13,16,20160818132
21589,14,15,20160818142
21590,15,16,20160818152
21591,16,18,20160818162
21592,17,14,20160818172
21593,18,18,20160818182
21594,19,17,20160818192
21595,20,20,20160818202
21596,21,15,20160818212
21597,22,15,20160818222
21598,23,16,20160818232
21599,0,18,20160819002
21600,1,13,20160819012
21601,2,11,20160819022
21602,3,8,20160819032
21603,4,5,20160819042
21604,5,11,20160819052
21605,6,6,20160819062
21606,7,11,20160819072
21607,8,9,20160819082
21608,9,10,20160819092
21609,10,13,20160819102
21610,11,13,20160819112
21611,12,14,20160819122
21612,13,14,20160819132
21613,14,17,20160819142
21614,15,15,20160819152
21615,16,16,20160819162
21616,17,17,20160819172
21617,18,15,20160819182
21618,19,18,20160819192
21619,20,12,20160819202
21620,21,16,20160819212
21621,22,12,20160819222
21622,23,14,20160819232
21623,0,14,20160820002
21624,1,9,20160820012
21625,2,9,20160820022
21626,3,10,20160820032
21627,4,8,20160820042
21628,5,8,20160820052
21629,6,7,20160820062
21630,7,6,20160820072
21631,8,6,20160820082
21632,9,7,20160820092
21633,10,9,20160820102
21634,11,4,20160820112
21635,12,10,20160820122
21636,13,10,20160820132
21637,14,8,20160820142
21638,15,6,20160820152
21639,16,7,20160820162
21640,17,8,20160820172
21641,18,8,20160820182
21642,19,11,20160820192
21643,20,8,20160820202
21644,21,9,20160820212
21645,22,10,20160820222
21646,23,9,20160820232
21647,0,9,20160821002
21648,1,9,20160821012
21649,2,10,20160821022
21650,3,6,20160821032
21651,4,4,20160821042
21652,5,6,20160821052
21653,6,3,20160821062
21654,7,5,20160821072
21655,8,4,20160821082
21656,9,5,20160821092
21657,10,8,20160821102
21658,11,10,20160821112
21659,12,12,20160821122
21660,13,7,20160821132
21661,14,8,20160821142
21662,15,11,20160821152
21663,16,10,20160821162
21664,17,9,20160821172
21665,18,11,20160821182
21666,19,11,20160821192
21667,20,11,20160821202
21668,21,11,20160821212
21669,22,10,20160821222
21670,23,10,20160821232
21671,0,10,20160822002
21672,1,7,20160822012
21673,2,9,20160822022
21674,3,4,20160822032
21675,4,6,20160822042
21676,5,7,20160822052
21677,6,6,20160822062
21678,7,9,20160822072
21679,8,6,20160822082
21680,9,8,20160822092
21681,10,12,20160822102
21682,11,14,20160822112
21683,12,19,20160822122
21684,13,13,20160822132
21685,14,18,20160822142
21686,15,21,20160822152
21687,16,20,20160822162
21688,17,14,20160822172
21689,18,19,20160822182
21690,19,19,20160822192
21691,20,15,20160822202
21692,21,14,20160822212
21693,22,14,20160822222
21694,23,17,20160822232
21695,0,17,20160823002
21696,1,14,20160823012
21697,2,10,20160823022
21698,3,12,20160823032
21699,4,11,20160823042
21700,5,9,20160823052
21701,6,7,20160823062
21702,7,10,20160823072
21703,8,8,20160823082
21704,9,13,20160823092
21705,10,13,20160823102
21706,11,19,20160823112
21707,12,16,20160823122
21708,13,17,20160823132
21709,14,18,20160823142
21710,15,18,20160823152
21711,16,15,20160823162
21712,17,19,20160823172
21713,18,17,20160823182
21714,19,17,20160823192
21715,20,17,20160823202
21716,21,17,20160823212
21717,22,17,20160823222
21718,23,15,20160823232
21719,0,17,20160824002
21720,1,16,20160824012
21721,2,10,20160824022
21722,3,10,20160824032
21723,4,10,20160824042
21724,5,8,20160824052
21725,6,6,20160824062
21726,7,9,20160824072
21727,8,11,20160824082
21728,9,10,20160824092
21729,10,9,20160824102
21730,11,15,20160824112
21731,12,15,20160824122
21732,13,14,20160824132
21733,14,17,20160824142
21734,15,18,20160824152
21735,16,16,20160824162
21736,17,14,20160824172
21737,18,15,20160824182
21738,19,20,20160824192
21739,20,17,20160824202
21740,21,17,20160824212
21741,22,15,20160824222
21742,23,18,20160824232
21743,0,14,20160825002
21744,1,15,20160825012
21745,2,12,20160825022
21746,3,10,20160825032
21747,4,10,20160825042
21748,5,9,20160825052
21749,6,9,20160825062
21750,7,7,20160825072
21751,8,9,20160825082
21752,9,10,20160825092
21753,10,13,20160825102
21754,11,14,20160825112
21755,12,16,20160825122
21756,13,16,20160825132
21757,14,18,20160825142
21758,15,15,20160825152
21759,16,15,20160825162
21760,17,17,20160825172
21761,18,15,20160825182
21762,19,20,20160825192
21763,20,23,20160825202
21764,21,19,20160825212
21765,22,16,20160825222
21766,23,18,20160825232
21767,0,19,20160826002
21768,1,12,20160826012
21769,2,13,20160826022
21770,3,13,20160826032
21771,4,10,20160826042
21772,5,8,20160826052
21773,6,8,20160826062
21774,7,7,20160826072
21775,8,12,20160826082
21776,9,12,20160826092
21777,10,14,20160826102
21778,11,17,20160826112
21779,12,14,20160826122
21780,13,13,20160826132
21781,14,14,20160826142
21782,15,16,20160826152
21783,16,13,20160826162
21784,17,14,20160826172
21785,18,11,20160826182
21786,19,13,20160826192
21787,20,14,20160826202
21788,21,16,20160826212
21789,22,13,20160826222
21790,23,13,20160826232
21791,0,16,20160827002
21792,1,11,20160827012
21793,2,7,20160827022
21794,3,5,20160827032
21795,4,8,20160827042
21796,5,9,20160827052
21797,6,4,20160827062
21798,7,6,20160827072
21799,8,5,20160827082
21800,9,5,20160827092
21801,10,8,20160827102
21802,11,9,20160827112
21803,12,7,20160827122
21804,13,9,20160827132
21805,14,9,20160827142
21806,15,9,20160827152
21807,16,11,20160827162
21808,17,9,20160827172
21809,18,10,20160827182
21810,19,9,20160827192
21811,20,8,20160827202
21812,21,12,20160827212
21813,22,13,20160827222
21814,23,10,20160827232
21815,0,9,20160828002
21816,1,9,20160828012
21817,2,9,20160828022
21818,3,9,20160828032
21819,4,6,20160828042
21820,5,8,20160828052
21821,6,6,20160828062
21822,7,7,20160828072
21823,8,7,20160828082
21824,9,9,20160828092
21825,10,5,20160828102
21826,11,8,20160828112
21827,12,9,20160828122
21828,13,8,20160828132
21829,14,8,20160828142
21830,15,10,20160828152
21831,16,9,20160828162
21832,17,9,20160828172
21833,18,11,20160828182
21834,19,10,20160828192
21835,20,12,20160828202
21836,21,11,20160828212
21837,22,13,20160828222
21838,23,11,20160828232
21839,0,13,20160829002
21840,1,9,20160829012
21841,2,7,20160829022
21842,3,4,20160829032
21843,4,4,20160829042
21844,5,4,20160829052
21845,6,9,20160829062
21846,7,9,20160829072
21847,8,12,20160829082
21848,9,6,20160829092
21849,10,15,20160829102
21850,11,11,20160829112
21851,12,17,20160829122
21852,13,15,20160829132
21853,14,16,20160829142
21854,15,16,20160829152
21855,16,17,20160829162
21856,17,15,20160829172
21857,18,16,20160829182
21858,19,18,20160829192
21859,20,20,20160829202
21860,21,11,20160829212
21861,22,18,20160829222
21862,23,13,20160829232
21863,0,13,20160830002
21864,1,16,20160830012
21865,2,12,20160830022
21866,3,9,20160830032
21867,4,11,20160830042
21868,5,8,20160830052
21869,6,10,20160830062
21870,7,8,20160830072
21871,8,11,20160830082
21872,9,10,20160830092
21873,10,12,20160830102
21874,11,14,20160830112
21875,12,16,20160830122
21876,13,10,20160830132
21877,14,18,20160830142
21878,15,15,20160830152
21879,16,16,20160830162
21880,17,16,20160830172
21881,18,18,20160830182
21882,19,22,20160830192
21883,20,18,20160830202
21884,21,15,20160830212
21885,22,12,20160830222
21886,23,17,20160830232
21887,0,12,20160831002
21888,1,12,20160831012
21889,2,14,20160831022
21890,3,8,20160831032
21891,4,7,20160831042
21892,5,10,20160831052
21893,6,10,20160831062
21894,7,8,20160831072
21895,8,11,20160831082
21896,9,8,20160831092
21897,10,13,20160831102
21898,11,10,20160831112
21899,12,16,20160831122
21900,13,19,20160831132
21901,14,14,20160831142
21902,15,17,20160831152
21903,16,13,20160831162
21904,17,14,20160831172
21905,18,14,20160831182
21906,19,16,20160831192
21907,20,15,20160831202
21908,21,17,20160831212
21909,22,19,20160831222
21910,23,14,20160831232
21911,0,17,20160901002
21912,1,11,20160901012
21913,2,9,20160901022
21914,3,10,20160901032
21915,4,12,20160901042
21916,5,10,20160901052
21917,6,7,20160901062
21918,7,8,20160901072
21919,8,11,20160901082
21920,9,9,20160901092
21921,10,13,20160901102
21922,11,11,20160901112
21923,12,13,20160901122
21924,13,13,20160901132
21925,14,17,20160901142
21926,15,16,20160901152
21927,16,15,20160901162
21928,17,12,20160901172
21929,18,16,20160901182
21930,19,19,20160901192
21931,20,20,20160901202
21932,21,16,20160901212
21933,22,18,20160901222
21934,23,14,20160901232
21935,0,13,20160902002
21936,1,15,20160902012
21937,2,11,20160902022
21938,3,11,20160902032
21939,4,6,20160902042
21940,5,7,20160902052
21941,6,6,20160902062
21942,7,8,20160902072
21943,8,9,20160902082
21944,9,8,20160902092
21945,10,11,20160902102
21946,11,12,20160902112
21947,12,14,20160902122
21948,13,14,20160902132
21949,14,17,20160902142
21950,15,15,20160902152
21951,16,17,20160902162
21952,17,16,20160902172
21953,18,14,20160902182
21954,19,15,20160902192
21955,20,17,20160902202
21956,21,16,20160902212
21957,22,13,20160902222
21958,23,13,20160902232
21959,0,11,20160903002
21960,1,8,20160903012
21961,2,10,20160903022
21962,3,8,20160903032
21963,4,7,20160903042
21964,5,7,20160903052
21965,6,7,20160903062
21966,7,6,20160903072
21967,8,5,20160903082
21968,9,8,20160903092
21969,10,8,20160903102
21970,11,9,20160903112
21971,12,7,20160903122
21972,13,7,20160903132
21973,14,10,20160903142
21974,15,6,20160903152
21975,16,8,20160903162
21976,17,7,20160903172
21977,18,9,20160903182
21978,19,15,20160903192
21979,20,12,20160903202
21980,21,10,20160903212
21981,22,7,20160903222
21982,23,10,20160903232
21983,0,9,20160904002
21984,1,6,20160904012
21985,2,8,20160904022
21986,3,7,20160904032
21987,4,7,20160904042
21988,5,7,20160904052
21989,6,6,20160904062
21990,7,6,20160904072
21991,8,8,20160904082
21992,9,9,20160904092
21993,10,8,20160904102
21994,11,7,20160904112
21995,12,9,20160904122
21996,13,10,20160904132
21997,14,7,20160904142
21998,15,11,20160904152
21999,16,6,20160904162
22000,17,12,20160904172
22001,18,6,20160904182
22002,19,10,20160904192
22003,20,8,20160904202
22004,21,11,20160904212
22005,22,12,20160904222
22006,23,12,20160904232
22007,0,8,20160905002
22008,1,8,20160905012
22009,2,8,20160905022
22010,3,4,20160905032
22011,4,8,20160905042
22012,5,7,20160905052
22013,6,5,20160905062
22014,7,10,20160905072
22015,8,8,20160905082
22016,9,10,20160905092
22017,10,8,20160905102
22018,11,11,20160905112
22019,12,15,20160905122
22020,13,12,20160905132
22021,14,9,20160905142
22022,15,11,20160905152
22023,16,11,20160905162
22024,17,13,20160905172
22025,18,14,20160905182
22026,19,13,20160905192
22027,20,13,20160905202
22028,21,13,20160905212
22029,22,11,20160905222
22030,23,10,20160905232
22031,0,10,20160906002
22032,1,11,20160906012
22033,2,10,20160906022
22034,3,7,20160906032
22035,4,6,20160906042
22036,5,6,20160906052
22037,6,8,20160906062
22038,7,11,20160906072
22039,8,13,20160906082
22040,9,12,20160906092
22041,10,10,20160906102
22042,11,11,20160906112
22043,12,14,20160906122
22044,13,17,20160906132
22045,14,17,20160906142
22046,15,19,20160906152
22047,16,17,20160906162
22048,17,16,20160906172
22049,18,20,20160906182
22050,19,18,20160906192
22051,20,17,20160906202
22052,21,17,20160906212
22053,22,12,20160906222
22054,23,13,20160906232
22055,0,13,20160907002
22056,1,16,20160907012
22057,2,15,20160907022
22058,3,12,20160907032
22059,4,7,20160907042
22060,5,6,20160907052
22061,6,7,20160907062
22062,7,12,20160907072
22063,8,10,20160907082
22064,9,10,20160907092
22065,10,12,20160907102
22066,11,14,20160907112
22067,12,16,20160907122
22068,13,16,20160907132
22069,14,15,20160907142
22070,15,15,20160907152
22071,16,17,20160907162
22072,17,16,20160907172
22073,18,15,20160907182
22074,19,15,20160907192
22075,20,18,20160907202
22076,21,20,20160907212
22077,22,16,20160907222
22078,23,17,20160907232
22079,0,18,20160908002
22080,1,12,20160908012
22081,2,12,20160908022
22082,3,8,20160908032
22083,4,7,20160908042
22084,5,12,20160908052
22085,6,7,20160908062
22086,7,11,20160908072
22087,8,12,20160908082
22088,9,13,20160908092
22089,10,14,20160908102
22090,11,15,20160908112
22091,12,16,20160908122
22092,13,20,20160908132
22093,14,18,20160908142
22094,15,19,20160908152
22095,16,19,20160908162
22096,17,16,20160908172
22097,18,19,20160908182
22098,19,16,20160908192
22099,20,15,20160908202
22100,21,19,20160908212
22101,22,19,20160908222
22102,23,18,20160908232
22103,0,17,20160909002
22104,1,14,20160909012
22105,2,14,20160909022
22106,3,7,20160909032
22107,4,10,20160909042
22108,5,9,20160909052
22109,6,7,20160909062
22110,7,8,20160909072
22111,8,12,20160909082
22112,9,12,20160909092
22113,10,10,20160909102
22114,11,16,20160909112
22115,12,17,20160909122
22116,13,16,20160909132
22117,14,16,20160909142
22118,15,15,20160909152
22119,16,14,20160909162
22120,17,14,20160909172
22121,18,19,20160909182
22122,19,17,20160909192
22123,20,14,20160909202
22124,21,13,20160909212
22125,22,16,20160909222
22126,23,14,20160909232
22127,0,13,20160910002
22128,1,11,20160910012
22129,2,13,20160910022
22130,3,7,20160910032
22131,4,9,20160910042
22132,5,9,20160910052
22133,6,5,20160910062
22134,7,6,20160910072
22135,8,6,20160910082
22136,9,5,20160910092
22137,10,7,20160910102
22138,11,8,20160910112
22139,12,8,20160910122
22140,13,6,20160910132
22141,14,6,20160910142
22142,15,8,20160910152
22143,16,11,20160910162
22144,17,11,20160910172
22145,18,9,20160910182
22146,19,14,20160910192
22147,20,7,20160910202
22148,21,10,20160910212
22149,22,14,20160910222
22150,23,10,20160910232
22151,0,12,20160911002
22152,1,8,20160911012
22153,2,7,20160911022
22154,3,8,20160911032
22155,4,5,20160911042
22156,5,5,20160911052
22157,6,8,20160911062
22158,7,7,20160911072
22159,8,8,20160911082
22160,9,8,20160911092
22161,10,8,20160911102
22162,11,9,20160911112
22163,12,11,20160911122
22164,13,10,20160911132
22165,14,10,20160911142
22166,15,10,20160911152
22167,16,11,20160911162
22168,17,9,20160911172
22169,18,8,20160911182
22170,19,10,20160911192
22171,20,8,20160911202
22172,21,11,20160911212
22173,22,15,20160911222
22174,23,10,20160911232
22175,0,8,20160912002
22176,1,12,20160912012
22177,2,11,20160912022
22178,3,8,20160912032
22179,4,6,20160912042
22180,5,7,20160912052
22181,6,11,20160912062
22182,7,11,20160912072
22183,8,11,20160912082
22184,9,9,20160912092
22185,10,14,20160912102
22186,11,18,20160912112
22187,12,15,20160912122
22188,13,17,20160912132
22189,14,14,20160912142
22190,15,14,20160912152
22191,16,19,20160912162
22192,17,16,20160912172
22193,18,15,20160912182
22194,19,18,20160912192
22195,20,21,20160912202
22196,21,20,20160912212
22197,22,18,20160912222
22198,23,16,20160912232
22199,0,15,20160913002
22200,1,17,20160913012
22201,2,14,20160913022
22202,3,10,20160913032
22203,4,9,20160913042
22204,5,10,20160913052
22205,6,12,20160913062
22206,7,10,20160913072
22207,8,8,20160913082
22208,9,10,20160913092
22209,10,11,20160913102
22210,11,12,20160913112
22211,12,19,20160913122
22212,13,17,20160913132
22213,14,19,20160913142
22214,15,15,20160913152
22215,16,19,20160913162
22216,17,16,20160913172
22217,18,19,20160913182
22218,19,19,20160913192
22219,20,19,20160913202
22220,21,19,20160913212
22221,22,15,20160913222
22222,23,14,20160913232
22223,0,16,20160914002
22224,1,10,20160914012
22225,2,12,20160914022
22226,3,10,20160914032
22227,4,9,20160914042
22228,5,10,20160914052
22229,6,8,20160914062
22230,7,9,20160914072
22231,8,11,20160914082
22232,9,10,20160914092
22233,10,12,20160914102
22234,11,11,20160914112
